[38, 31, 0, 3, 11, 0]
[52, 42, 0, 3, 11, 0]
[53, 45, 0, 2, 6, 0]
[38, 31, 1, 3, 9, 0]
[31, 26, 0, 1, 8, 0]
[53, 40, 2, 2, 14, 0]
[47, 38, 2, 2, 11, 0]
[43, 37, 1, 2, 23, 1]
[24, 17, 2, 1, 9, 0]
[21, 17, 0, 1, 6, 0]
[35, 28, 0, 3, 11, 0]
[29, 23, 0, 2, 11, 0]
[36, 28, 2, 3, 9, 0]
[30, 24, 0, 3, 5, 0]
[47, 35, 5, 3, 9, 0]
[24, 20, 0, 1, 11, 0]
[54, 45, 0, 2, 14, 0]
[30, 24, 0, 2, 9, 0]
[48, 37, 1, 3, 9, 0]
[38, 31, 0, 1, 11, 0]
[36, 27, 0, 2, 6, 0]
[33, 27, 0, 2, 6, 0]
[54, 47, 0, 2, 11, 0]
[32, 24, 0, 2, 6, 0]
[29, 21, 0, 3, 9, 0]
[35, 27, 0, 2, 6, 0]
[35, 27, 0, 3, 9, 0]
[34, 28, 0, 3, 5, 0]
[55, 48, 0, 2, 11, 0]
[44, 39, 0, 2, 25, 0]
[18, 14, 0, 1, 6, 0]
[32, 26, 0, 2, 6, 0]
[32, 24, 0, 2, 6, 0]
[27, 21, 0, 2, 6, 0]
[32, 24, 0, 2, 6, 0]
[30, 23, 2, 2, 6, 0]
[19, 11, 4, 1, 5, 4]
[32, 23, 4, 2, 10, 0]
[68, 58, 0, 2, 14, 0]
[32, 25, 0, 2, 7, 0]
[25, 20, 0, 2, 6, 0]
[28, 22, 0, 4, 16, 0]
[48, 39, 0, 2, 14, 0]
[43, 36, 0, 2, 11, 0]
[67, 55, 1, 2, 14, 0]
[47, 40, 0, 2, 11, 0]
[49, 42, 0, 2, 11, 0]
[36, 28, 1, 3, 11, 0]
[35, 29, 0, 3, 11, 0]
[36, 30, 0, 3, 11, 0]
[63, 52, 0, 3, 11, 0]
[34, 27, 0, 3, 11, 0]
[39, 32, 0, 3, 11, 0]
[39, 33, 0, 2, 6, 0]
[47, 40, 0, 2, 6, 0]
[35, 30, 0, 2, 8, 0]
[30, 23, 0, 1, 6, 0]
[20, 16, 0, 1, 10, 0]
[25, 21, 0, 1, 15, 0]
[26, 19, 0, 2, 6, 0]
[15, 11, 0, 1, 5, 0]
[55, 31, 10, 6, 7, 0]
[55, 46, 0, 3, 11, 0]
[61, 51, 0, 3, 11, 0]
[22, 18, 0, 1, 6, 0]
[25, 21, 0, 1, 11, 0]
[32, 26, 0, 3, 9, 0]
[42, 35, 1, 3, 9, 0]
[44, 37, 1, 1, 6, 0]
[53, 46, 0, 3, 9, 0]
[42, 33, 0, 3, 5, 0]
[45, 38, 0, 1, 7, 0]
[46, 40, 0, 3, 5, 0]
[42, 36, 0, 1, 7, 0]
[45, 39, 0, 3, 5, 0]
[40, 33, 1, 3, 9, 0]
[41, 31, 0, 3, 5, 0]
[45, 39, 0, 3, 5, 0]
[37, 31, 0, 1, 24, 0]
[33, 28, 0, 1, 21, 0]
[18, 14, 0, 2, 9, 0]
[29, 23, 0, 1, 7, 0]
[35, 27, 0, 3, 5, 0]
[45, 39, 0, 3, 5, 0]
[28, 23, 0, 2, 6, 0]
[24, 15, 0, 3, 7, 0]
[42, 34, 1, 3, 9, 0]
[46, 38, 0, 3, 8, 0]
[36, 30, 0, 3, 11, 0]
[22, 18, 0, 1, 12, 0]
[37, 31, 1, 1, 17, 0]
[28, 23, 0, 2, 8, 0]
[27, 20, 0, 3, 5, 0]
[26, 21, 0, 3, 14, 0]
[43, 35, 1, 3, 9, 0]
[28, 22, 0, 3, 5, 0]
[54, 46, 1, 3, 9, 0]
[34, 24, 0, 3, 5, 0]
[43, 35, 0, 3, 9, 0]
[44, 39, 0, 2, 6, 0]
[28, 23, 0, 1, 7, 0]
[45, 35, 0, 3, 6, 0]
[39, 29, 2, 4, 10, 0]
[35, 28, 1, 3, 9, 0]
[45, 38, 0, 1, 7, 0]
[45, 38, 0, 1, 7, 0]
[39, 32, 1, 3, 9, 0]
[42, 35, 1, 1, 7, 0]
[29, 22, 0, 2, 4, 0]
[32, 26, 0, 3, 8, 0]
[43, 35, 0, 3, 11, 0]
[31, 26, 0, 2, 9, 0]
[55, 47, 0, 4, 9, 0]
[62, 52, 0, 6, 2, 0]
[35, 29, 0, 3, 11, 0]
[38, 25, 7, 3, 4, 0]
[29, 24, 0, 2, 11, 0]
[35, 29, 0, 3, 11, 0]
[43, 35, 1, 3, 9, 0]
[32, 23, 0, 2, 7, 0]
[63, 49, 3, 2, 14, 0]
[54, 44, 3, 2, 11, 0]
[53, 46, 0, 2, 11, 0]
[32, 23, 0, 2, 7, 0]
[28, 21, 0, 2, 6, 0]
[18, 14, 0, 1, 8, 0]
[21, 17, 0, 1, 11, 0]
[23, 17, 2, 1, 4, 2]
[47, 40, 0, 3, 9, 0]
[26, 22, 0, 1, 11, 0]
[38, 31, 0, 3, 9, 0]
[35, 27, 0, 2, 9, 0]
[38, 33, 0, 2, 15, 0]
[59, 48, 1, 2, 14, 0]
[59, 48, 1, 2, 14, 0]
[64, 52, 1, 2, 14, 0]
[53, 46, 0, 2, 11, 0]
[40, 33, 0, 3, 11, 0]
[37, 24, 4, 2, 2, 0]
[43, 30, 4, 3, 7, 0]
[37, 31, 0, 3, 9, 0]
[20, 16, 0, 2, 6, 0]
[39, 31, 1, 3, 9, 0]
[23, 19, 0, 1, 13, 0]
[66, 56, 1, 3, 9, 0]
[51, 39, 0, 3, 6, 0]
[32, 24, 0, 3, 11, 0]
[21, 17, 0, 2, 7, 0]
[45, 36, 2, 2, 12, 0]
[32, 26, 0, 2, 8, 0]
[20, 16, 0, 1, 10, 0]
[29, 22, 0, 2, 11, 0]
[57, 47, 1, 2, 6, 0]
[50, 42, 0, 3, 8, 0]
[36, 31, 0, 1, 9, 0]
[48, 39, 0, 3, 9, 0]
[40, 32, 0, 4, 4, 0]
[18, 14, 0, 1, 6, 0]
[66, 56, 0, 2, 14, 0]
[60, 49, 1, 2, 14, 0]
[78, 65, 1, 2, 14, 0]
[50, 36, 1, 2, 14, 0]
[50, 40, 1, 2, 14, 0]
[50, 36, 1, 2, 14, 0]
[50, 40, 1, 2, 14, 0]
[50, 40, 1, 2, 14, 0]
[50, 40, 1, 2, 14, 0]
[52, 45, 0, 2, 11, 0]
[49, 42, 0, 2, 11, 0]
[65, 58, 0, 2, 11, 0]
[65, 58, 0, 2, 11, 0]
[55, 48, 0, 2, 11, 0]
[39, 32, 0, 2, 11, 0]
[45, 38, 0, 2, 11, 0]
[51, 45, 1, 2, 31, 1]
[41, 35, 1, 2, 21, 1]
[46, 41, 0, 2, 27, 0]
[41, 36, 0, 2, 22, 0]
[33, 27, 0, 3, 11, 0]
[45, 37, 0, 3, 11, 0]
[38, 30, 0, 3, 11, 0]
[38, 32, 0, 3, 9, 0]
[30, 24, 0, 2, 9, 0]
[38, 31, 0, 3, 9, 0]
[57, 50, 0, 2, 11, 0]
[42, 37, 0, 2, 23, 0]
[48, 35, 0, 3, 5, 0]
[19, 15, 0, 1, 3, 0]
[38, 31, 0, 3, 11, 0]
[20, 15, 0, 2, 4, 0]
[24, 19, 0, 2, 8, 0]
[36, 30, 0, 3, 9, 0]
[38, 30, 0, 4, 4, 0]
[47, 40, 0, 2, 11, 0]
[25, 21, 0, 1, 6, 0]
[30, 23, 1, 3, 6, 0]
[30, 24, 0, 2, 9, 0]
[26, 21, 0, 1, 6, 0]
[23, 17, 1, 2, 5, 1]
[21, 15, 1, 2, 5, 1]
[48, 40, 1, 3, 9, 0]
[34, 28, 0, 3, 9, 0]
[28, 23, 0, 1, 6, 0]
[16, 12, 0, 1, 3, 0]
[50, 42, 0, 3, 9, 0]
[36, 28, 1, 4, 9, 0]
[30, 24, 0, 2, 10, 0]
[29, 23, 0, 2, 10, 0]
[33, 25, 0, 3, 5, 0]
[21, 15, 0, 2, 5, 0]
[27, 22, 0, 2, 9, 0]
[23, 18, 0, 2, 8, 0]
[37, 30, 0, 3, 14, 0]
[22, 18, 0, 2, 9, 0]
[23, 18, 0, 2, 6, 0]
[23, 18, 0, 2, 8, 0]
[39, 32, 1, 3, 9, 0]
[35, 27, 2, 3, 9, 0]
[42, 32, 1, 3, 7, 0]
[26, 21, 0, 1, 6, 0]
[22, 18, 0, 1, 8, 0]
[29, 24, 0, 3, 16, 0]
[20, 16, 0, 1, 8, 0]
[55, 43, 1, 2, 12, 0]
[22, 18, 0, 1, 4, 0]
[26, 22, 0, 1, 8, 0]
[30, 25, 1, 1, 9, 0]
[35, 27, 1, 3, 9, 0]
[24, 20, 0, 1, 6, 0]
[30, 26, 0, 1, 11, 0]
[35, 28, 1, 2, 6, 0]
[36, 28, 1, 3, 9, 0]
[46, 35, 4, 3, 9, 0]
[20, 14, 2, 1, 6, 0]
[23, 19, 0, 1, 9, 0]
[23, 18, 0, 2, 8, 0]
[42, 36, 1, 1, 15, 0]
[18, 14, 0, 1, 8, 0]
[22, 17, 0, 1, 11, 0]
[26, 21, 0, 1, 9, 0]
[23, 19, 0, 1, 13, 0]
[37, 30, 1, 2, 7, 0]
[27, 21, 1, 1, 6, 0]
[28, 20, 4, 1, 6, 0]
[23, 18, 0, 1, 6, 0]
[19, 16, 0, 1, 3, 0]
[24, 19, 0, 2, 4, 0]
[38, 32, 0, 2, 6, 0]
[19, 14, 1, 1, 1, 1]
[37, 30, 1, 3, 9, 0]
[39, 32, 1, 3, 9, 0]
[32, 26, 0, 1, 6, 0]
[33, 25, 2, 2, 6, 0]
[23, 19, 0, 1, 8, 0]
[37, 31, 0, 1, 12, 0]
[37, 30, 0, 2, 8, 0]
[25, 21, 0, 1, 8, 0]
[41, 33, 2, 1, 9, 0]
[26, 22, 0, 1, 8, 0]
[51, 39, 1, 2, 12, 0]
[24, 20, 0, 1, 9, 0]
[31, 27, 0, 1, 9, 0]
[34, 29, 0, 1, 14, 0]
[30, 25, 0, 1, 11, 0]
[44, 30, 5, 2, 2, 0]
[57, 50, 0, 2, 11, 0]
[53, 46, 0, 2, 11, 0]
[54, 47, 0, 2, 11, 0]
[53, 45, 1, 3, 9, 0]
[37, 31, 0, 1, 24, 0]
[30, 26, 0, 1, 11, 0]
[29, 24, 0, 2, 8, 0]
[31, 25, 0, 2, 9, 0]
[31, 25, 0, 2, 9, 0]
[45, 37, 0, 2, 10, 0]
[47, 40, 0, 2, 11, 0]
[37, 32, 0, 2, 18, 0]
[41, 21, 6, 5, 3, 0]
[48, 29, 4, 4, 3, 0]
[33, 26, 1, 3, 9, 0]
[41, 33, 1, 3, 9, 0]
[21, 14, 2, 1, 6, 0]
[45, 35, 0, 3, 9, 0]
[53, 44, 2, 3, 9, 0]
[34, 26, 0, 3, 9, 0]
[29, 23, 0, 3, 9, 0]
[37, 31, 0, 3, 5, 0]
[34, 26, 3, 2, 6, 0]
[47, 39, 1, 3, 9, 0]
[43, 34, 3, 3, 9, 0]
[32, 25, 1, 3, 9, 0]
[46, 37, 2, 3, 9, 0]
[46, 35, 4, 3, 9, 0]
[31, 24, 1, 3, 9, 0]
[23, 18, 0, 1, 6, 0]
[44, 37, 0, 2, 6, 0]
[21, 17, 0, 1, 6, 0]
[23, 19, 0, 1, 13, 0]
[34, 27, 1, 3, 9, 0]
[27, 23, 0, 1, 9, 0]
[37, 26, 3, 1, 5, 1]
[38, 31, 1, 3, 9, 0]
[30, 23, 1, 3, 9, 0]
[43, 30, 6, 3, 9, 0]
[40, 26, 6, 2, 7, 0]
[23, 18, 0, 2, 8, 0]
[27, 22, 0, 2, 8, 0]
[31, 25, 0, 1, 6, 0]
[32, 27, 0, 1, 14, 0]
[31, 24, 1, 3, 9, 0]
[36, 30, 0, 1, 9, 0]
[31, 22, 2, 3, 9, 0]
[29, 22, 1, 3, 9, 0]
[41, 30, 1, 3, 9, 0]
[32, 23, 3, 2, 6, 0]
[41, 35, 0, 3, 9, 0]
[19, 15, 0, 1, 9, 0]
[49, 42, 0, 3, 9, 0]
[56, 51, 0, 2, 6, 0]
[42, 36, 0, 3, 9, 0]
[28, 21, 3, 1, 6, 0]
[21, 12, 4, 1, 6, 0]
[39, 26, 0, 3, 9, 0]
[34, 28, 0, 3, 9, 0]
[45, 37, 1, 3, 9, 0]
[39, 32, 1, 3, 9, 0]
[34, 27, 1, 2, 6, 0]
[38, 32, 0, 2, 7, 0]
[42, 32, 1, 3, 9, 0]
[28, 22, 0, 3, 9, 0]
[31, 24, 1, 3, 9, 0]
[35, 27, 2, 3, 9, 0]
[22, 16, 2, 1, 6, 0]
[51, 41, 2, 3, 9, 0]
[43, 37, 0, 2, 6, 0]
[37, 31, 0, 2, 10, 0]
[63, 52, 0, 3, 10, 0]
[28, 20, 2, 1, 6, 0]
[44, 37, 1, 3, 9, 0]
[36, 30, 0, 3, 9, 0]
[22, 17, 0, 1, 11, 0]
[20, 16, 0, 1, 8, 0]
[19, 15, 0, 1, 8, 0]
[30, 25, 0, 2, 9, 0]
[44, 38, 1, 2, 9, 0]
[35, 29, 0, 3, 9, 0]
[37, 28, 3, 3, 9, 0]
[44, 36, 1, 3, 9, 0]
[43, 37, 0, 3, 9, 0]
[34, 28, 0, 3, 9, 0]
[36, 29, 1, 3, 9, 0]
[37, 30, 0, 3, 9, 0]
[41, 35, 0, 2, 6, 0]
[27, 20, 1, 3, 9, 0]
[21, 16, 1, 1, 6, 0]
[35, 24, 0, 3, 5, 0]
[41, 32, 2, 3, 9, 0]
[35, 27, 0, 3, 9, 0]
[30, 27, 0, 1, 13, 0]
[48, 41, 0, 3, 9, 0]
[24, 20, 0, 1, 14, 0]
[34, 28, 0, 3, 9, 0]
[29, 24, 1, 1, 6, 0]
[22, 18, 0, 1, 12, 0]
[40, 33, 0, 3, 11, 0]
[44, 36, 1, 3, 9, 0]
[23, 19, 0, 1, 6, 0]
[32, 27, 1, 1, 6, 0]
[29, 23, 0, 3, 9, 0]
[42, 30, 1, 3, 9, 0]
[37, 31, 0, 3, 9, 0]
[29, 24, 0, 2, 6, 0]
[22, 16, 1, 1, 3, 0]
[29, 24, 0, 2, 8, 0]
[24, 20, 0, 1, 14, 0]
[29, 23, 0, 3, 9, 0]
[56, 49, 0, 3, 9, 0]
[37, 30, 1, 3, 9, 0]
[45, 36, 1, 3, 9, 0]
[38, 31, 2, 2, 6, 0]
[35, 28, 1, 3, 9, 0]
[20, 14, 1, 1, 7, 0]
[29, 22, 3, 1, 6, 0]
[38, 28, 4, 3, 9, 0]
[35, 28, 1, 3, 9, 0]
[35, 29, 0, 3, 9, 0]
